,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16
0,-1.1330588906554326,-2.9671207947878946,-0.8961283953856729,-4.371715522101165,0.4759564493391596,-2.3920001753930062,1.5953873013798345,-0.4513999392132121,1.146407859580501,1.3689400653716244,-0.040668339485131745,2.403263205022331,-1.9262685204589953,1.9021246558031581,-0.916878757950173,0.8428629569078496
1,-1.1330588906554326,-1.7955709274123943,-1.3516783750172794,-3.641132386305273,-0.0812452397771033,-2.4290434417315745,1.1375042101546835,-0.6520370072407208,1.2635931505719746,1.185455905075403,0.41526210145256787,2.403263205022331,-0.9412463727124776,1.3592030012179814,-0.9887204185708246,0.4515442617028924
2,-1.1330588906554326,-0.9323236567146581,-1.5035283682278149,-2.858364740809675,-0.3745092866803994,-2.4290434417315745,1.2029160803297052,-1.3208272339990832,1.2635931505719746,0.34142876771278363,0.46890097685700316,1.6288911796481762,-0.9412463727124776,1.9624492840904,-1.0126676387777085,1.150327645997459
3,-1.1330588906554326,0.7325103653452631,-1.4655658699251808,-1.3450139595181838,-0.9023845711063325,-1.6511348486216344,0.45067957331695724,-1.4880247906886737,1.2635931505719746,-0.17232688111663688,1.0052897309013553,1.1863928794343734,0.491513114918821,1.9624492840904,-0.7492482165019864,1.793208359548461
4,1.786118632234571,-1.1789657340568682,0.7742215299302171,0.8467354478694926,-1.4595862602225953,-0.5398368584645762,-1.4135587266711571,-1.4880247906886737,0.7362593411103437,-0.062236384938903835,0.8443731046880498,1.9976397631596785,0.40196564694186476,0.7861190324891834,-0.9408259781570569,-0.5826551470530664
5,-0.8411411383664323,-0.3157184633591312,-1.0859408868988423,-2.440888663212022,-0.34518288199006975,-2.4290434417315745,1.2683279505047267,-1.3542667453370014,1.2635931505719746,0.378125599772028,0.3079843506436973,1.7395157547016267,-1.3889837125972584,1.9624492840904,-1.1324037398121276,0.9267169630231977
6,-0.8119493631375323,0.9174919233519212,-1.5414908665304488,-1.8668590565152494,-0.9610373804869916,-2.4290434417315745,0.5487973785794897,-1.3542667453370014,1.2635931505719746,0.45151926389051666,0.7639147915813969,2.1820140549154297,-0.6726039687816091,1.7211507709414329,-0.8210898771226378,0.5913009385618058
7,-0.8119493631375323,-0.9323236567146581,-1.5414908665304488,-2.7539957214102615,-0.5211413101320475,-2.4290434417315745,1.235622015417216,-1.1870691886474107,1.2635931505719746,0.4882160959497608,0.46890097685700316,1.8132654714039271,-1.254662510631824,1.9624492840904,-1.0845092993983598,1.0385223045103285
8,-0.8119493631375323,-0.0690763860169211,-1.5414908665304488,-2.5974421923111413,-0.4331620960610587,-2.4290434417315745,1.0720923399796618,-0.8526740752682295,1.2635931505719746,1.2221527371346474,0.1202482867281741,2.403263205022331,-1.523304914562693,1.0575798597817718,-0.8689843175364055,-0.13543378110454374
9,-0.7827575879086321,-1.1173052147213154,-1.0100158902935745,-3.0671027796085006,0.0067339742938856365,-2.4290434417315745,1.3664457557672591,-0.9195530979440656,1.2635931505719746,0.8551844165422039,0.3079843506436973,2.071389479861979,-1.209888776643346,1.9624492840904,-1.1324037398121276,1.0664736398821113
